year	toc	abx	abx_desc	abx_atc	country	did
1997	AC	J01CA	Penicillins with extended spectrum	J01CA	Spain	6.6
1997	AC	J01CA	Penicillins with extended spectrum	J01CA	Sweden	1.1
1997	AC	J01CA	Penicillins with extended spectrum	J01CA	United Kingdom	5
1997	AC	J01CE	Beta-lactamase sensitive penicillins	J01CE	Belgium	0.18
1997	AC	J01CE	Beta-lactamase sensitive penicillins	J01CE	Denmark	4.56
1997	AC	J01CE	Beta-lactamase sensitive penicillins	J01CE	Finland	2.52
1997	AC	J01CE	Beta-lactamase sensitive penicillins	J01CE	France	0.33
1997	AC	J01CE	Beta-lactamase sensitive penicillins	J01CE	Germany	1.81
1997	AC	J01CE	Beta-lactamase sensitive penicillins	J01CE	Greece	0.53
1997	AC	J01CE	Beta-lactamase sensitive penicillins	J01CE	Luxembourg	0.19
1997	AC	J01CE	Beta-lactamase sensitive penicillins	J01CE	Netherlands	0.56
1997	AC	J01CE	Beta-lactamase sensitive penicillins	J01CE	Portugal	0.05
1997	AC	J01CE	Beta-lactamase sensitive penicillins	J01CE	Slovenia	2.88
1997	AC	J01CE	Beta-lactamase sensitive penicillins	J01CE	Spain	0.2
1997	AC	J01CE	Beta-lactamase sensitive penicillins	J01CE	Sweden	4.85
1997	AC	J01CE	Beta-lactamase sensitive penicillins	J01CE	United Kingdom	0.75
1997	AC	J01CF	Beta-lactamase resistant penicillins	J01CF	Belgium	0.3
1997	AC	J01CF	Beta-lactamase resistant penicillins	J01CF	Denmark	0.34
1997	AC	J01CF	Beta-lactamase resistant penicillins	J01CF	Finland	0.06
1997	AC	J01CF	Beta-lactamase resistant penicillins	J01CF	France	0.56
1997	AC	J01CF	Beta-lactamase resistant penicillins	J01CF	Germany	0.02
1997	AC	J01CF	Beta-lactamase resistant penicillins	J01CF	Greece	0.02
1997	AC	J01CF	Beta-lactamase resistant penicillins	J01CF	Luxembourg	0.22
1997	AC	J01CF	Beta-lactamase resistant penicillins	J01CF	Netherlands	0.23
1997	AC	J01CF	Beta-lactamase resistant penicillins	J01CF	Portugal	0.67
1997	AC	J01CF	Beta-lactamase resistant penicillins	J01CF	Slovenia	0.12
1997	AC	J01CF	Beta-lactamase resistant penicillins	J01CF	Spain	0.28
1997	AC	J01CF	Beta-lactamase resistant penicillins	J01CF	Sweden	0.99
1997	AC	J01CF	Beta-lactamase resistant penicillins	J01CF	United Kingdom	0.58
1997	AC	J01CR	Combinations of penicillins, incl. beta-lactamase inhibitors	J01CR	Belgium	4.93
1997	AC	J01CR	Combinations of penicillins, incl. beta-lactamase inhibitors	J01CR	Denmark	0.02
1997	AC	J01CR	Combinations of penicillins, incl. beta-lactamase inhibitors	J01CR	Finland	0.19
1997	AC	J01CR	Combinations of penicillins, incl. beta-lactamase inhibitors	J01CR	France	3.88
1997	AC	J01CR	Combinations of penicillins, incl. beta-lactamase inhibitors	J01CR	Germany	0.11
1997	AC	J01CR	Combinations of penicillins, incl. beta-lactamase inhibitors	J01CR	Greece	2.34
1997	AC	J01CR	Combinations of penicillins, incl. beta-lactamase inhibitors	J01CR	Luxembourg	4.21
1997	AC	J01CR	Combinations of penicillins, incl. beta-lactamase inhibitors	J01CR	Netherlands	0.92
1997	AC	J01CR	Combinations of penicillins, incl. beta-lactamase inhibitors	J01CR	Portugal	3.94
1997	AC	J01CR	Combinations of penicillins, incl. beta-lactamase inhibitors	J01CR	Slovenia	3.67
1997	AC	J01CR	Combinations of penicillins, incl. beta-lactamase inhibitors	J01CR	Spain	4.45
1997	AC	J01CR	Combinations of penicillins, incl. beta-lactamase inhibitors	J01CR	Sweden	0.25
1997	AC	J01CR	Combinations of penicillins, incl. beta-lactamase inhibitors	J01CR	United Kingdom	1.48
1997	AC	J01D	Other beta-lactam antibacterials	J01D	Belgium	3.97
1997	AC	J01D	Other beta-lactam antibacterials	J01D	Denmark	0.02
1997	AC	J01D	Other beta-lactam antibacterials	J01D	Finland	2.26
1997	AC	J01D	Other beta-lactam antibacterials	J01D	France	4.66
1997	AC	J01D	Other beta-lactam antibacterials	J01D	Germany	0.94
1997	AC	J01D	Other beta-lactam antibacterials	J01D	Greece	6.26
1997	AC	J01D	Other beta-lactam antibacterials	J01D	Luxembourg	5.26
1997	AC	J01D	Other beta-lactam antibacterials	J01D	Netherlands	0.13
1997	AC	J01D	Other beta-lactam antibacterials	J01D	Portugal	3.3
1997	AC	J01D	Other beta-lactam antibacterials	J01D	Slovenia	0.91
1997	AC	J01D	Other beta-lactam antibacterials	J01D	Spain	2.57
1997	AC	J01D	Other beta-lactam antibacterials	J01D	Sweden	0.61
1997	AC	J01D	Other beta-lactam antibacterials	J01D	United Kingdom	1.08
1997	AC	J01DB	First-generation cephalosporins	J01DB	Belgium	1
1997	AC	J01DB	First-generation cephalosporins	J01DB	Finland	1.8
1997	AC	J01DB	First-generation cephalosporins	J01DB	France	1.9
1997	AC	J01DB	First-generation cephalosporins	J01DB	Germany	0.17
1997	AC	J01DB	First-generation cephalosporins	J01DB	Greece	2.33
1997	AC	J01DB	First-generation cephalosporins	J01DB	Luxembourg	1.74
1997	AC	J01DB	First-generation cephalosporins	J01DB	Netherlands	0.02
1997	AC	J01DB	First-generation cephalosporins	J01DB	Portugal	0.99
1997	AC	J01DB	First-generation cephalosporins	J01DB	Slovenia	0.28
1997	AC	J01DB	First-generation cephalosporins	J01DB	Spain	0.08
1997	AC	J01DB	First-generation cephalosporins	J01DB	Sweden	0.4
1997	AC	J01DB	First-generation cephalosporins	J01DB	United Kingdom	0.33
1997	AC	J01DC	Second-generation cephalosporins	J01DC	Belgium	2.97
1997	AC	J01DC	Second-generation cephalosporins	J01DC	Denmark	0.02
1997	AC	J01DC	Second-generation cephalosporins	J01DC	Finland	0.44
1997	AC	J01DC	Second-generation cephalosporins	J01DC	France	1.66
1997	AC	J01DC	Second-generation cephalosporins	J01DC	Germany	0.38
1997	AC	J01DC	Second-generation cephalosporins	J01DC	Greece	3.86
1997	AC	J01DC	Second-generation cephalosporins	J01DC	Luxembourg	3.51
1997	AC	J01DC	Second-generation cephalosporins	J01DC	Netherlands	0.09
1997	AC	J01DC	Second-generation cephalosporins	J01DC	Portugal	1.46
1997	AC	J01DC	Second-generation cephalosporins	J01DC	Slovenia	0.53
1997	AC	J01DC	Second-generation cephalosporins	J01DC	Spain	1.82
1997	AC	J01DC	Second-generation cephalosporins	J01DC	Sweden	0.18
1997	AC	J01DC	Second-generation cephalosporins	J01DC	United Kingdom	0.71
1997	AC	J01DD	Third-generation cephalosporins	J01DD	Finland	0.02
1997	AC	J01DD	Third-generation cephalosporins	J01DD	France	1.1
1997	AC	J01DD	Third-generation cephalosporins	J01DD	Germany	0.39
1997	AC	J01DD	Third-generation cephalosporins	J01DD	Greece	0.07
1997	AC	J01DD	Third-generation cephalosporins	J01DD	Luxembourg	0.01
1997	AC	J01DD	Third-generation cephalosporins	J01DD	Netherlands	0.02
1997	AC	J01DD	Third-generation cephalosporins	J01DD	Portugal	0.85
1997	AC	J01DD	Third-generation cephalosporins	J01DD	Slovenia	0.1
1997	AC	J01DD	Third-generation cephalosporins	J01DD	Spain	0.66
1997	AC	J01DD	Third-generation cephalosporins	J01DD	Sweden	0.04
1997	AC	J01DD	Third-generation cephalosporins	J01DD	United Kingdom	0.04
1997	AC	J01DE	Fourth-generation cephalosporins	J01DE	Greece	0.0023
1997	AC	J01DF	Monobactams	J01DF	Greece	3e-4
1997	AC	J01DF	Monobactams	J01DF	Portugal	0.0022
1997	AC	J01DF	Monobactams	J01DF	Spain	7e-4
1997	AC	J01DF	Monobactams	J01DF	Sweden	1e-4
1997	AC	J01DH	Carbapenems	J01DH	Belgium	1e-4
1997	AC	J01DH	Carbapenems	J01DH	Denmark	1e-4
1997	AC	J01DH	Carbapenems	J01DH	Greece	0.0025
1997	AC	J01DH	Carbapenems	J01DH	Netherlands	1e-4
1997	AC	J01DH	Carbapenems	J01DH	Spain	1e-4
1997	AC	J01DH	Carbapenems	J01DH	Sweden	9e-4
1997	AC	J01DH	Carbapenems	J01DH	United Kingdom	6e-4
1997	AC	J01E	Sulfonamides and trimethoprim	J01E	Belgium	0.71
1997	AC	J01E	Sulfonamides and trimethoprim	J01E	Denmark	0.79
1997	AC	J01E	Sulfonamides and trimethoprim	J01E	Finland	2.09
1997	AC	J01E	Sulfonamides and trimethoprim	J01E	France	0.72
1997	AC	J01E	Sulfonamides and trimethoprim	J01E	Germany	1.24
1997	AC	J01E	Sulfonamides and trimethoprim	J01E	Greece	0.91
1997	AC	J01E	Sulfonamides and trimethoprim	J01E	Luxembourg	0.76
1997	AC	J01E	Sulfonamides and trimethoprim	J01E	Netherlands	0.77
1997	AC	J01E	Sulfonamides and trimethoprim	J01E	Portugal	1.08
1997	AC	J01E	Sulfonamides and trimethoprim	J01E	Slovenia	1.22
1997	AC	J01E	Sulfonamides and trimethoprim	J01E	Spain	0.77
1997	AC	J01E	Sulfonamides and trimethoprim	J01E	Sweden	0.75
1997	AC	J01E	Sulfonamides and trimethoprim	J01E	United Kingdom	1.17
1997	AC	J01EA	Trimethoprim and derivatives	J01EA	Belgium	0.01
1997	AC	J01EA	Trimethoprim and derivatives	J01EA	Denmark	0.3
1997	AC	J01EA	Trimethoprim and derivatives	J01EA	Finland	1.21
1997	AC	J01EA	Trimethoprim and derivatives	J01EA	Germany	0.03
1997	AC	J01EA	Trimethoprim and derivatives	J01EA	Netherlands	0.28
1997	AC	J01EA	Trimethoprim and derivatives	J01EA	Sweden	0.57
1997	AC	J01EA	Trimethoprim and derivatives	J01EA	United Kingdom	1.05
1997	AC	J01EB	Short-acting sulfonamides	J01EB	Denmark	0.412
1997	AC	J01EB	Short-acting sulfonamides	J01EB	France	0.067
1997	AC	J01EB	Short-acting sulfonamides	J01EB	Netherlands	0.001
1997	AC	J01EB	Short-acting sulfonamides	J01EB	Spain	0.003
1997	AC	J01EB	Short-acting sulfonamides	J01EB	United Kingdom	0.001
1997	AC	J01EC	Intermediate-acting sulfonamides	J01EC	France	0.0471
1997	AC	J01EC	Intermediate-acting sulfonamides	J01EC	Germany	0.0161
1997	AC	J01EC	Intermediate-acting sulfonamides	J01EC	Netherlands	9e-4
1997	AC	J01EC	Intermediate-acting sulfonamides	J01EC	Portugal	0.0077
1997	AC	J01EC	Intermediate-acting sulfonamides	J01EC	Spain	0.0389
1997	AC	J01EC	Intermediate-acting sulfonamides	J01EC	United Kingdom	0.0016
1997	AC	J01ED	Long-acting sulfonamides	J01ED	Belgium	0.0595
1997	AC	J01ED	Long-acting sulfonamides	J01ED	Germany	0.0056
1997	AC	J01ED	Long-acting sulfonamides	J01ED	United Kingdom	0.0644
1997	AC	J01EE	Combinations of sulfonamides and trimethoprim, incl. derivatives	J01EE	Belgium	0.64
1997	AC	J01EE	Combinations of sulfonamides and trimethoprim, incl. derivatives	J01EE	Denmark	0.08
1997	AC	J01EE	Combinations of sulfonamides and trimethoprim, incl. derivatives	J01EE	Finland	0.88
1997	AC	J01EE	Combinations of sulfonamides and trimethoprim, incl. derivatives	J01EE	France	0.6
1997	AC	J01EE	Combinations of sulfonamides and trimethoprim, incl. derivatives	J01EE	Germany	1.18
1997	AC	J01EE	Combinations of sulfonamides and trimethoprim, incl. derivatives	J01EE	Greece	0.91
1997	AC	J01EE	Combinations of sulfonamides and trimethoprim, incl. derivatives	J01EE	Luxembourg	0.76
1997	AC	J01EE	Combinations of sulfonamides and trimethoprim, incl. derivatives	J01EE	Netherlands	0.48
1997	AC	J01EE	Combinations of sulfonamides and trimethoprim, incl. derivatives	J01EE	Portugal	1.08
1997	AC	J01EE	Combinations of sulfonamides and trimethoprim, incl. derivatives	J01EE	Slovenia	1.22
1997	AC	J01EE	Combinations of sulfonamides and trimethoprim, incl. derivatives	J01EE	Spain	0.72
1997	AC	J01EE	Combinations of sulfonamides and trimethoprim, incl. derivatives	J01EE	Sweden	0.18
1997	AC	J01EE	Combinations of sulfonamides and trimethoprim, incl. derivatives	J01EE	United Kingdom	0.05
1997	AC	J01F	Macrolides, lincosamides and streptogramins	J01F	Belgium	3.39
1997	AC	J01F	Macrolides, lincosamides and streptogramins	J01F	Denmark	2.04
1997	AC	J01F	Macrolides, lincosamides and streptogramins	J01F	Finland	1.77
1997	AC	J01F	Macrolides, lincosamides and streptogramins	J01F	France	5.24
1997	AC	J01F	Macrolides, lincosamides and streptogramins	J01F	Germany	2.43
1997	AC	J01F	Macrolides, lincosamides and streptogramins	J01F	Greece	4.16
1997	AC	J01F	Macrolides, lincosamides and streptogramins	J01F	Luxembourg	4.84
1997	AC	J01F	Macrolides, lincosamides and streptogramins	J01F	Netherlands	1.15
1997	AC	J01F	Macrolides, lincosamides and streptogramins	J01F	Portugal	2.98
1997	AC	J01F	Macrolides, lincosamides and streptogramins	J01F	Slovenia	2.96
1997	AC	J01F	Macrolides, lincosamides and streptogramins	J01F	Spain	3.3
1997	AC	J01F	Macrolides, lincosamides and streptogramins	J01F	Sweden	0.97
1997	AC	J01F	Macrolides, lincosamides and streptogramins	J01F	United Kingdom	2.85
1997	AC	Short-acting macrolides	Short-acting macrolides	J01FA	Belgium	0.43
1997	AC	Short-acting macrolides	Short-acting macrolides	J01FA	Denmark	1.18
1997	AC	Short-acting macrolides	Short-acting macrolides	J01FA	Finland	0.24
1997	AC	Short-acting macrolides	Short-acting macrolides	J01FA	France	0.75
1997	AC	Short-acting macrolides	Short-acting macrolides	J01FA	Germany	0.6
1997	AC	Short-acting macrolides	Short-acting macrolides	J01FA	Greece	0.94
1997	AC	Short-acting macrolides	Short-acting macrolides	J01FA	Luxembourg	0.86
1997	AC	Short-acting macrolides	Short-acting macrolides	J01FA	Netherlands	0.16
1997	AC	Short-acting macrolides	Short-acting macrolides	J01FA	Portugal	0.79
1997	AC	Short-acting macrolides	Short-acting macrolides	J01FA	Slovenia	0.64
1997	AC	Short-acting macrolides	Short-acting macrolides	J01FA	Spain	0.89
1997	AC	Short-acting macrolides	Short-acting macrolides	J01FA	Sweden	0.56
1997	AC	Short-acting macrolides	Short-acting macrolides	J01FA	United Kingdom	2.31
1997	AC	Intermediate-acting macrolides	Intermediate-acting macrolides	J01FA	Belgium	2.28
1997	AC	Intermediate-acting macrolides	Intermediate-acting macrolides	J01FA	Denmark	0.58
1997	AC	Intermediate-acting macrolides	Intermediate-acting macrolides	J01FA	Finland	0.72
1997	AC	Intermediate-acting macrolides	Intermediate-acting macrolides	J01FA	France	3.4
1997	AC	Intermediate-acting macrolides	Intermediate-acting macrolides	J01FA	Germany	1.35
1997	AC	Intermediate-acting macrolides	Intermediate-acting macrolides	J01FA	Greece	2.85
1997	AC	Intermediate-acting macrolides	Intermediate-acting macrolides	J01FA	Luxembourg	3.09
1997	AC	Intermediate-acting macrolides	Intermediate-acting macrolides	J01FA	Netherlands	0.77
1997	AC	Intermediate-acting macrolides	Intermediate-acting macrolides	J01FA	Portugal	1.35
1997	AC	Intermediate-acting macrolides	Intermediate-acting macrolides	J01FA	Slovenia	0.81
1997	AC	Intermediate-acting macrolides	Intermediate-acting macrolides	J01FA	Spain	1.78
1997	AC	Intermediate-acting macrolides	Intermediate-acting macrolides	J01FA	Sweden	0.22
1997	AC	Intermediate-acting macrolides	Intermediate-acting macrolides	J01FA	United Kingdom	0.49
1997	AC	Long-acting macrolides	Long-acting macrolides	J01FA	Belgium	0.47
1997	AC	Long-acting macrolides	Long-acting macrolides	J01FA	Denmark	0.27
1997	AC	Long-acting macrolides	Long-acting macrolides	J01FA	Finland	0.68
1997	AC	Long-acting macrolides	Long-acting macrolides	J01FA	France	0.46
1997	AC	Long-acting macrolides	Long-acting macrolides	J01FA	Germany	0.33
1997	AC	Long-acting macrolides	Long-acting macrolides	J01FA	Greece	0.24
1997	AC	Long-acting macrolides	Long-acting macrolides	J01FA	Luxembourg	0.59
1997	AC	Long-acting macrolides	Long-acting macrolides	J01FA	Netherlands	0.19
1997	AC	Long-acting macrolides	Long-acting macrolides	J01FA	Portugal	0.8
1997	AC	Long-acting macrolides	Long-acting macrolides	J01FA	Slovenia	1.41
1997	AC	Long-acting macrolides	Long-acting macrolides	J01FA	Spain	0.55
1997	AC	Long-acting macrolides	Long-acting macrolides	J01FA	Sweden	0.02
1997	AC	Long-acting macrolides	Long-acting macrolides	J01FA	United Kingdom	0.04
1997	AC	J01FA	Macrolides	J01FA	Belgium	3.18
1997	AC	J01FA	Macrolides	J01FA	Denmark	2.03
1997	AC	J01FA	Macrolides	J01FA	Finland	1.64
1997	AC	J01FA	Macrolides	J01FA	France	4.61
1997	AC	J01FA	Macrolides	J01FA	Germany	2.28
1997	AC	J01FA	Macrolides	J01FA	Greece	4.02
1997	AC	J01FA	Macrolides	J01FA	Luxembourg	4.54
1997	AC	J01FA	Macrolides	J01FA	Netherlands	1.12
1997	AC	J01FA	Macrolides	J01FA	Portugal	2.94
1997	AC	J01FA	Macrolides	J01FA	Slovenia	2.85
1997	AC	J01FA	Macrolides	J01FA	Spain	3.22
1997	AC	J01FA	Macrolides	J01FA	Sweden	0.81
1997	AC	J01FA	Macrolides	J01FA	United Kingdom	2.84
1997	AC	J01FF	Lincosamides	J01FF	Belgium	0.207
1997	AC	J01FF	Lincosamides	J01FF	Denmark	0.006
1997	AC	J01FF	Lincosamides	J01FF	Finland	0.132
1997	AC	J01FF	Lincosamides	J01FF	France	0.035
1997	AC	J01FF	Lincosamides	J01FF	Germany	0.144
1997	AC	J01FF	Lincosamides	J01FF	Greece	0.138
1997	AC	J01FF	Lincosamides	J01FF	Luxembourg	0.286
1997	AC	J01FF	Lincosamides	J01FF	Netherlands	0.027
1997	AC	J01FF	Lincosamides	J01FF	Portugal	0.033
1997	AC	J01FF	Lincosamides	J01FF	Slovenia	0.104
1997	AC	J01FF	Lincosamides	J01FF	Spain	0.078
1997	AC	J01FF	Lincosamides	J01FF	Sweden	0.162
1997	AC	J01FF	Lincosamides	J01FF	United Kingdom	0.008
1997	AC	J01FG	Streptogramins	J01FG	Belgium	0.001
1997	AC	J01FG	Streptogramins	J01FG	France	0.596
1997	AC	J01FG	Streptogramins	J01FG	Luxembourg	0.012
1997	AC	J01G	Aminoglycoside antibacterials	J01G	Belgium	0.005
1997	AC	J01G	Aminoglycoside antibacterials	J01G	Finland	0.001
1997	AC	J01G	Aminoglycoside antibacterials	J01G	France	0.08
1997	AC	J01G	Aminoglycoside antibacterials	J01G	Germany	0.081
1997	AC	J01G	Aminoglycoside antibacterials	J01G	Greece	0.232
1997	AC	J01G	Aminoglycoside antibacterials	J01G	Luxembourg	0.029
1997	AC	J01G	Aminoglycoside antibacterials	J01G	Netherlands	0.002
1997	AC	J01G	Aminoglycoside antibacterials	J01G	Portugal	0.03
1997	AC	J01G	Aminoglycoside antibacterials	J01G	Spain	0.025
1997	AC	J01G	Aminoglycoside antibacterials	J01G	Sweden	0.003
1997	AC	J01G	Aminoglycoside antibacterials	J01G	United Kingdom	0.006
1997	AC	J01GA	Streptomycins	J01GA	Greece	0.0719
1997	AC	J01GA	Streptomycins	J01GA	Portugal	0.0025
1997	AC	J01GA	Streptomycins	J01GA	Spain	0.0028
1997	AC	J01GA	Streptomycins	J01GA	United Kingdom	2e-4
1997	AC	J01GB	Other aminoglycosides	J01GB	Belgium	0.005
1997	AC	J01GB	Other aminoglycosides	J01GB	Finland	0.001
1997	AC	J01GB	Other aminoglycosides	J01GB	France	0.08
1997	AC	J01GB	Other aminoglycosides	J01GB	Germany	0.081
1997	AC	J01GB	Other aminoglycosides	J01GB	Greece	0.16
1997	AC	J01GB	Other aminoglycosides	J01GB	Luxembourg	0.029
1997	AC	J01GB	Other aminoglycosides	J01GB	Netherlands	0.002
1997	AC	J01GB	Other aminoglycosides	J01GB	Portugal	0.028
1997	AC	J01GB	Other aminoglycosides	J01GB	Spain	0.022
1997	AC	J01GB	Other aminoglycosides	J01GB	Sweden	0.003
1997	AC	J01GB	Other aminoglycosides	J01GB	United Kingdom	0.006
1997	AC	J01M	Quinolone antibacterials	J01M	Belgium	1.79
1997	AC	J01M	Quinolone antibacterials	J01M	Denmark	0.22
1997	AC	J01M	Quinolone antibacterials	J01M	Finland	0.65
1997	AC	J01M	Quinolone antibacterials	J01M	France	1.83
1997	AC	J01M	Quinolone antibacterials	J01M	Germany	0.72
1997	AC	J01M	Quinolone antibacterials	J01M	Greece	1.11
1997	AC	J01M	Quinolone antibacterials	J01M	Luxembourg	1.63
1997	AC	J01M	Quinolone antibacterials	J01M	Netherlands	0.84
1997	AC	J01M	Quinolone antibacterials	J01M	Portugal	3.04
1997	AC	J01M	Quinolone antibacterials	J01M	Slovenia	1.44
1997	AC	J01M	Quinolone antibacterials	J01M	Spain	2.18
1997	AC	J01M	Quinolone antibacterials	J01M	Sweden	1.01
1997	AC	J01M	Quinolone antibacterials	J01M	United Kingdom	0.48
1997	AC	First-generation quinolones	First-generation quinolones	J01M	Belgium	0.83
1997	AC	First-generation quinolones	First-generation quinolones	J01M	Finland	0.27
1997	AC	First-generation quinolones	First-generation quinolones	J01M	France	1.03
1997	AC	First-generation quinolones	First-generation quinolones	J01M	Germany	0.13
1997	AC	First-generation quinolones	First-generation quinolones	J01M	Greece	0.69
1997	AC	First-generation quinolones	First-generation quinolones	J01M	Luxembourg	0.6
1997	AC	First-generation quinolones	First-generation quinolones	J01M	Netherlands	0.43
1997	AC	First-generation quinolones	First-generation quinolones	J01M	Portugal	0.56
1997	AC	First-generation quinolones	First-generation quinolones	J01M	Slovenia	0.94
