hrr	drug_group	total_use	first_use	repeat_use
6	quinolone	0.4198969885551663	0.25137947940762884	0.16851750914753746
6	tetracycline	0.17130515293354817	0.10471408149964291	0.06659107143390526
6	tmpsmx	0.19973882762173129	0.12840266140980566	0.07133616621192565
7	beta_lactam	0.3119360104885335	0.20241140961698387	0.10952460087154964
7	cephalosporin	0.2773886387640034	0.17976361849531255	0.09762502026869084
7	macrolide	0.30295437090552313	0.19949658253859934	0.10345778836692378
7	nitrofurantoin	0.0874301903098853	0.04845259431545683	0.038977595994428474
7	overall	1.7632746420013388	0.6036047705127489	1.1596698714885898
7	quinolone	0.41921063087333077	0.2524274294832836	0.16678320139004715
7	tetracycline	0.10927156169072398	0.060420204929759566	0.048851356760964415
7	tmpsmx	0.18844647672711184	0.12246734951709078	0.06597912721002107
9	beta_lactam	0.2952657131385474	0.19455804893776016	0.10070766420078722
9	cephalosporin	0.28677963484626645	0.19459996251286057	0.09217967233340588
9	macrolide	0.33049606905471973	0.22559341251447668	0.1049026565402431
9	nitrofurantoin	0.0838592381812539	0.04364811662370896	0.04021112155754493
9	overall	1.7213132951925953	0.59678281344237	1.1245304817502253
9	quinolone	0.41085927351770435	0.25221519279451937	0.15864408072318498
9	tetracycline	0.09930680644153518	0.061696586081664916	0.037610220359870265
9	tmpsmx	0.1533734970340629	0.10550778858216128	0.04786570845190163
10	beta_lactam	0.19884578641408562	0.1374091690088161	0.0614366174052695
10	cephalosporin	0.15424677802416145	0.10169701462028644	0.05254976340387502
10	macrolide	0.27359752579483926	0.17994268078368297	0.09365484501115628
10	nitrofurantoin	0.07156538236903466	0.03656336996947004	0.035002012399564617
10	overall	1.199599181389037	0.46043630303571964	0.7391628783533173
10	quinolone	0.2707782746647154	0.1664205314270525	0.10435774323766286
10	tetracycline	0.06468374650528969	0.04376334979001067	0.020920396715279017
10	tmpsmx	0.1198931326880713	0.07815910094136769	0.041734031746703606
11	beta_lactam	0.2979749907100778	0.19853980436131757	0.09943518634876028
11	cephalosporin	0.19866660977616013	0.13976179449762696	0.05890481527853319
11	macrolide	0.26647206044108795	0.18903324469852922	0.07743881574255877
11	nitrofurantoin	0.06550297237343115	0.04157070826540073	0.02393226410803042
11	overall	1.3684619360543566	0.5380812066559608	0.8303807293983959
11	quinolone	0.29587216416101875	0.19084157968857898	0.10503058447243974
11	tetracycline	0.08092954678705643	0.05191946251460547	0.02901008427245095
11	tmpsmx	0.10827079281789724	0.07286293549411954	0.03540785732377771
12	beta_lactam	0.2669366178336539	0.17821366595558513	0.08872295187806879
12	cephalosporin	0.19584712588249722	0.13718235894237757	0.058664766940119656
12	macrolide	0.2660910019137554	0.18448325438081015	0.08160774753294522
12	nitrofurantoin	0.06441656605784214	0.03679057779907166	0.027625988258770474
12	overall	1.3457314711713875	0.5210039762231768	0.8247274949482106
12	quinolone	0.3018209269780314	0.19292209441693225	0.10889883256109917
12	tetracycline	0.0829826327876484	0.0493193492018145	0.0336632835858339
12	tmpsmx	0.11336889893376792	0.07558808935723567	0.03778080957653225
14	beta_lactam	0.27923014027743237	0.18712479784373776	0.09210534243369464
14	cephalosporin	0.22768997298746854	0.1594358031040952	0.06825416988337335
14	macrolide	0.27712652451312203	0.1903921455277858	0.08673437898533626
14	nitrofurantoin	0.06466682697127538	0.03336608534360664	0.03130074162766873
14	overall	1.4471389788968763	0.5552379490244415	0.8919010298724349
14	quinolone	0.3436215966467798	0.21435956581755644	0.12926203082922336
14	tetracycline	0.10147145093754198	0.0647416367245325	0.036729814213009485
14	tmpsmx	0.08566250078514921	0.060112453668547686	0.025550047116601523
15	beta_lactam	0.26158768099806606	0.1705078342681482	0.09107984672991784
15	cephalosporin	0.1926441365200263	0.12538634239586172	0.06725779412416459
15	macrolide	0.24084606720897775	0.16872736601022936	0.07211870119874839
15	nitrofurantoin	0.06201051372757187	0.035354963390236964	0.026655550337334907
15	overall	1.2352119769978729	0.48917645769828966	0.7460355192995832
15	quinolone	0.2558823277806308	0.16756333206126506	0.08831899571936577
15	tetracycline	0.08250352797454655	0.05028692472098379	0.032216603253562764
15	tmpsmx	0.08699490134496585	0.056375555209890627	0.030619346135075214
16	beta_lactam	0.27949392214100593	0.18650799108155833	0.09298593105944758
16	cephalosporin	0.28673151972746674	0.18512530604327831	0.10160621368418844
16	macrolide	0.32996112431836044	0.2231443216023075	0.10681680271605293
16	nitrofurantoin	0.08724183623951051	0.04298136985872605	0.044260466380784465
16	overall	1.764700841299499	0.5967405273851334	1.1679603139143655
16	quinolone	0.39368489473706414	0.23726283038968665	0.1564220643473775
16	tetracycline	0.14756473934515119	0.08481204746244864	0.06275269188270255
16	tmpsmx	0.17092834292623327	0.1105594636783796	0.060368879247853675
18	beta_lactam	0.30538727359606355	0.20029487147236127	0.10509240212370231
18	cephalosporin	0.3280880829821904	0.20764069987912226	0.1204473831030681
18	macrolide	0.3670237706620552	0.2421807326327112	0.12484303802934403
18	nitrofurantoin	0.08473370237587888	0.03897075581285063	0.04576294656302826
18	overall	1.8794506528631103	0.6284037913376886	1.2510468615254215
18	quinolone	0.40993539423734376	0.245712771642219	0.16422262259512477
18	tetracycline	0.12256585201444532	0.07802489571256004	0.0445409563018853
18	tmpsmx	0.20041217056974703	0.12580392146890224	0.0746082491008448
19	beta_lactam	0.27877081965973977	0.18287316489463062	0.09589765476510911
19	cephalosporin	0.2435778995106227	0.16440079821738532	0.07917710129323739
19	macrolide	0.3261088520656601	0.21863044990467517	0.1074784021609849
19	nitrofurantoin	0.10623362238309543	0.04920479389975108	0.05702882848334435
19	overall	1.7481877995399535	0.5973331455810352	1.1508546539589182
19	quinolone	0.3854146928834561	0.23503733710203856	0.1503773557814175
19	tetracycline	0.15442221836359435	0.09840381551508351	0.056018402848510826
19	tmpsmx	0.19117169632749326	0.11849603061503557	0.07267566571245768
21	beta_lactam	0.2848656445356049	0.18500946955830508	0.09985617497729983
21	cephalosporin	0.27007140337693514	0.17169548483999697	0.09837591853693814
21	macrolide	0.26667786157891643	0.1855516988857623	0.08112616269315409
21	nitrofurantoin	0.07851991691153824	0.0408870867145686	0.03763283019696964
21	overall	1.6202582129587724	0.5644365298535703	1.055821683105202
21	quinolone	0.3673846015500021	0.22433170480284031	0.14305289674716176
21	tetracycline	0.12966062666660944	0.08066399995991744	0.04899662670669199
21	tmpsmx	0.1649546882264511	0.09979390402506601	0.06516078420138509
22	beta_lactam	0.27903086212612205	0.18624739118839576	0.09278347093772626
22	cephalosporin	0.1845468284051235	0.1323142177306066	0.05223261067451692
22	macrolide	0.35333012404598485	0.2303464452357304	0.12298367881025446
22	nitrofurantoin	0.10794393966571511	0.05329492483027492	0.05464901483544019
22	overall	1.8018831997638347	0.5882484027168653	1.2136347970469696
22	quinolone	0.43357730699072117	0.25344161882482263	0.1801356881658985
22	tetracycline	0.1122903467447684	0.06491435198017984	0.04737599476458857
22	tmpsmx	0.2718578138546433	0.14277581242338253	0.12908200143126078
23	beta_lactam	0.3623005400651467	0.2226736213608689	0.13962691870427782
23	cephalosporin	0.2107646552566399	0.14117822486129122	0.06958643039534865
23	macrolide	0.3611366772521188	0.23143526176627133	0.12970141548584746
23	nitrofurantoin	0.08791774893305536	0.04991042142264563	0.03800732751040972
23	overall	1.6420306809524996	0.5853008469277984	1.0567298340247013
23	quinolone	0.3624486932506785	0.2259087251959764	0.13653996805470212
23	tetracycline	0.08568794784670924	0.049523880853919386	0.03616406699278986
23	tmpsmx	0.10800237820414324	0.07092557357960494	0.03707680462453831
25	beta_lactam	0.2826054642756962	0.18822575801080801	0.09437970626488822
25	cephalosporin	0.1942453992263498	0.13195308368157976	0.06229231554477007
25	macrolide	0.3470821790213731	0.22771285728142443	0.11936932173994869
25	nitrofurantoin	0.08238323552329718	0.04881096330315195	0.033572272220145236
25	overall	1.6297477820181543	0.5687029742606015	1.061044807757553
25	quinolone	0.4197611530659942	0.2515153755246142	0.16824577754137998
25	tetracycline	0.07828327485560488	0.045446446040582726	0.03283682881502216
25	tmpsmx	0.14981586954102166	0.10279506790177625	0.047020801639245394
31	beta_lactam	0.24043732739181323	0.16568747216164725	0.07474985523016596
31	cephalosporin	0.18562386135527692	0.12830074650040324	0.05732311485487368
31	macrolide	0.23504322908221992	0.16409503601545328	0.07094819306676664
31	nitrofurantoin	0.08380011273841445	0.04449557952872546	0.039304533209688984
31	overall	1.3289400647881622	0.511543413342649	0.8173966514455133
31	quinolone	0.28902971858153137	0.1904142197581369	0.09861549882339449
31	tetracycline	0.11472920962491626	0.06594909394987097	0.04878011567504527
31	tmpsmx	0.12933969259810527	0.08460887371822169	0.04473081887988358
33	beta_lactam	0.22618298619510882	0.15602439207622965	0.07015859411887918
33	cephalosporin	0.19422008833102208	0.12724572297691494	0.06697436535410717
33	macrolide	0.24182122635060896	0.17215887629868587	0.06966235005192306
33	nitrofurantoin	0.06998023110789828	0.03797627057789128	0.032003960530006995
33	overall	1.2232244476732597	0.48682737815159055	0.7363970695216691
33	quinolone	0.2663015122327612	0.17401712788542423	0.09228438434733699
33	tetracycline	0.07743204422253065	0.04317624244958837	0.03425580177294228
33	tmpsmx	0.09751507016602863	0.06385250646207383	0.033662563703954804
43	beta_lactam	0.27077251009659303	0.18140255150520646	0.0893699585913866
43	cephalosporin	0.1765535964883379	0.12476029293258928	0.05179330355574862
43	macrolide	0.27789135552054756	0.19331265354876354	0.08457870197178402
43	nitrofurantoin	0.10425760175529272	0.05234565850582277	0.05191194324946996
43	overall	1.4568303393995692	0.5406440405017945	0.9161862988977746
43	quinolone	0.3513971688121571	0.22194293009528382	0.1294542387168733
43	tetracycline	0.06625699898635407	0.03719832298646626	0.0290586759998878
43	tmpsmx	0.1480317960247967	0.09723736879426545	0.050794427230531285
56	beta_lactam	0.3211034714024318	0.19823708179379743	0.12286638960863436
56	cephalosporin	0.19217181818297185	0.12860549216509626	0.0635663260178756
56	macrolide	0.341683047482773	0.2228340348484081	0.11884901263436491
56	nitrofurantoin	0.07679813313837108	0.04491541380224996	0.03188271933612112
56	overall	1.5731278109078235	0.5614954600181038	1.0116323508897196
56	quinolone	0.39596266108833433	0.24037952799280093	0.15558313309553337
56	tetracycline	0.059524612875791756	0.035577612361900254	0.02394700051389151
56	tmpsmx	0.1062875150206538	0.07270426987814427	0.03358324514250953
58	beta_lactam	0.2515877326435046	0.1700005302484076	0.08158720239509701
58	cephalosporin	0.16383247985690375	0.11746547815820196	0.046367001698701796
58	macrolide	0.2885744104909164	0.1985505119743251	0.09002389851659132
58	nitrofurantoin	0.07935619325490326	0.04063290027881773	0.038723292976085524
58	overall	1.3954792336018533	0.5232015293649446	0.8722777042369088
58	quinolone	0.34816521439317505	0.2104281448364252	0.13773706955674986
58	tetracycline	0.07023982847764333	0.04350234791531221	0.02673748056233112
58	tmpsmx	0.13631271495027114	0.09007511486800807	0.046237600082263075
62	beta_lactam	0.20895913216633577	0.14324346816147832	0.06571566400485744
62	cephalosporin	0.15871883375509493	0.11212470768429708	0.04659412607079785
62	macrolide	0.2265916635586909	0.1645436521724624	0.062048011386228515
62	nitrofurantoin	0.0810221139630372	0.04102589435467315	0.03999621960836404
62	overall	1.1688135088890215	0.4618584175626241	0.7069550913263974
62	quinolone	0.23280634151282098	0.1525186773119906	0.08028766420083042
62	tetracycline	0.07870051172916412	0.042577808833293374	0.03612270289587074
62	tmpsmx	0.14250696681714567	0.08306675847759841	0.05944020833954726
65	beta_lactam	0.22300794019502593	0.14736316707977193	0.075644773115254
65	cephalosporin	0.13576470898970955	0.09079213983863356	0.04497256915107599
65	macrolide	0.21159814678229472	0.14907239454803745	0.06252575223425727
65	nitrofurantoin	0.0511961799693474	0.03126974365390177	0.019926436315445634
65	overall	1.0547226463292485	0.4360953458649629	0.6186273004642856
65	quinolone	0.2305857527799664	0.1532873098319897	0.07729844294797669
65	tetracycline	0.06017897505039865	0.035316419085108686	0.02486255596528996
65	tmpsmx	0.09135612241150616	0.06095916055261817	0.03039696185888799
69	beta_lactam	0.293728782553507	0.19354964127980914	0.10017914127369781
69	cephalosporin	0.19720661935445122	0.13685779354613226	0.06034882580831898
69	macrolide	0.3257171557707952	0.21161760833962756	0.11409954743116757
69	nitrofurantoin	0.07140637825258841	0.04253297676238553	0.02887340149020289
69	overall	1.5236634396957776	0.5675399900793057	0.9561234496164719
69	quinolone	0.35125993064155725	0.2153034053131394	0.13595652532841782
69	tetracycline	0.10123552351220587	0.0633988805001463	0.03783664301205955
69	tmpsmx	0.11763989031843455	0.08123612720702815	0.036403763111406404
73	beta_lactam	0.20732992627628333	0.14335836413975248	0.06397156213653084
73	cephalosporin	0.15151880671667328	0.10500753418040806	0.046511272536265205
73	macrolide	0.21996094394501356	0.15610378262254251	0.06385716132247106
73	nitrofurantoin	0.08255522511874686	0.04474136628435121	0.03781385883439565
73	overall	1.205718400259147	0.4707313274803536	0.7349870727787934
73	quinolone	0.2618305289619752	0.1646780712509597	0.09715245771101547
73	tetracycline	0.08336234572480733	0.04891611561856159	0.03444623010624574
73	tmpsmx	0.1523186946392398	0.09483710796213325	0.05748158667710656
77	beta_lactam	0.23061831712686487	0.16115793465653888	0.069460382470326
77	cephalosporin	0.15865837089312682	0.10741590171019785	0.05124246918292897
77	macrolide	0.22998445074179044	0.1621353403246249	0.06784911041716557
77	nitrofurantoin	0.07607358585156251	0.04040721132806629	0.035666374523496226
77	overall	1.2526919001342103	0.49259757363524775	0.7600943264989626
77	quinolone	0.2794021979448859	0.18013617326715559	0.09926602467773035
77	tetracycline	0.10146983268655035	0.059017624495951944	0.04245220819059842
77	tmpsmx	0.12117074609084916	0.08183152090373386	0.03933922518711531
78	beta_lactam	0.23260440429561344	0.16035942370713038	0.07224498058848305
78	cephalosporin	0.14316233360242822	0.09726998819759017	0.04589234540483805
78	macrolide	0.2600183404731162	0.1798087149865763	0.08020962548653994
78	nitrofurantoin	0.07142021646759959	0.036471061564957885	0.03494915490264171
78	overall	1.2343456810481106	0.4860012331771306	0.74834444787098
78	quinolone	0.29135352933162767	0.18098449835270985	0.1103690309789178
78	tetracycline	0.08072566024765267	0.05284760970509563	0.027878050542557042
78	tmpsmx	0.10882417407741728	0.07230234410609875	0.03652182997131853
79	beta_lactam	0.27686202819733174	0.17538850715994192	0.10147352103738985
79	cephalosporin	0.20494798409373385	0.13696764316899643	0.06798034092473743
79	macrolide	0.2890558890257649	0.19054807782210464	0.09850781120366027
79	nitrofurantoin	0.07455708780430016	0.04396815249271243	0.030588935311587725
79	overall	1.4922437084544602	0.5296804795874808	0.9625632288669795
79	quinolone	0.3640459814763389	0.21958234550195388	0.14446363597438494
79	tetracycline	0.06551576891952206	0.041943464625990405	0.023572304293531646
79	tmpsmx	0.13478861696505323	0.09112183155635731	0.04366678540869591
80	beta_lactam	0.2542158609102887	0.16849957664611576	0.08571628426417295
80	cephalosporin	0.17429867057099563	0.11967544984028936	0.054623220730706246
80	macrolide	0.25804777112441446	0.17784926506564522	0.08019850605876923
80	nitrofurantoin	0.09114886257105032	0.05003795999686883	0.04111090257418149
80	overall	1.3683122236856957	0.5139479800822488	0.8543642436034469
80	quinolone	0.3160571746494411	0.20035788424587717	0.11569929040356393
80	tetracycline	0.10183599374462587	0.06070507400642386	0.04113091973820202
80	tmpsmx	0.10877282471215538	0.07310507275822262	0.03566775195393277
81	beta_lactam	0.21884868719909548	0.14419047388681136	0.07465821331228412
81	cephalosporin	0.11857323939090607	0.08426677183848223	0.034306467552423836
81	macrolide	0.20360234984276998	0.14225655463193893	0.061345795210831056
81	nitrofurantoin	0.052793410049567994	0.026684476777935277	0.026108933271632717
81	overall	1.031589803207808	0.42502459604566434	0.6065652071621436
81	quinolone	0.22155185882593798	0.14428400983088147	0.07726784899505654
81	tetracycline	0.09013051358673627	0.04985080140548902	0.040279712181247256
81	tmpsmx	0.08419518889262002	0.052073439741391156	0.03212174915122887
82	beta_lactam	0.3090035813565387	0.19455579535277306	0.11444778600376565
82	cephalosporin	0.16157815991039268	0.11160861262807242	0.04996954728232025
82	macrolide	0.248423746088129	0.17059973873713105	0.07782400735099795
82	nitrofurantoin	0.0597047774567967	0.03475639547202422	0.024948381984772477
82	overall	1.2033194044833704	0.4836471519796971	0.7196722525036734
82	quinolone	0.2470996973338071	0.16282210869671915	0.08427758863708795
82	tetracycline	0.04865348007016683	0.027828837926346443	0.020824642143820387
82	tmpsmx	0.07308540974050115	0.04938854500330605	0.023696864737195095
83	beta_lactam	0.20906690858903132	0.14619760349609348	0.06286930509293782
83	cephalosporin	0.1524161797842586	0.11272562247446034	0.03969055730979823
83	macrolide	0.23792760361113102	0.1733934688866847	0.06453413472444632
83	nitrofurantoin	0.10202032321766646	0.053406106858488164	0.0486142163591783
83	overall	1.190073344305675	0.48229637333712294	0.7077769709685523
83	quinolone	0.24642197727757936	0.1644422140869441	0.08197976319063528
83	tetracycline	0.0830334703898328	0.04958740606266362	0.03344606432716919
83	tmpsmx	0.11688738800897212	0.076223997855872	0.04066339015310011
85	beta_lactam	0.2295001880067716	0.15622673849307286	0.07327344951369873
85	cephalosporin	0.16957249896973522	0.11064329875662343	0.0589292002131118
85	macrolide	0.21367211570790368	0.15361411495555494	0.060058000752348746
85	nitrofurantoin	0.06918745255300904	0.037099404960990914	0.03208804759201813
85	overall	1.1110125162867268	0.45895073864203095	0.652061777644696
85	quinolone	0.23613579724971448	0.15686114541448015	0.07927465183523433
85	tetracycline	0.06316352030504233	0.032916951393524685	0.030246568911517634
85	tmpsmx	0.0830836608353115	0.05595652351742602	0.027127137317885484
86	beta_lactam	0.22518470301008325	0.15404077448029554	0.07114392852978772
86	cephalosporin	0.18586675692495747	0.12533301902480934	0.060533737900148134
86	macrolide	0.25782459580739436	0.17439698804336135	0.08342760776403302
86	nitrofurantoin	0.06259078655260707	0.038471241683590784	0.024119544869016282
86	overall	1.2521078546637372	0.48867045896278793	0.7634373957009492
86	quinolone	0.2448855322278786	0.15871033955181574	0.08617519267606284
86	tetracycline	0.10115938393416446	0.05934224424367729	0.041817139690487184
86	tmpsmx	0.12411717555515225	0.08233406690073958	0.04178310865441269
87	beta_lactam	0.22497177638489357	0.15152022244409788	0.0734515539407957
87	cephalosporin	0.17211293937734168	0.11793791937022895	0.054175020007112745
87	macrolide	0.21157897031212203	0.15080805857433305	0.06077091173778898
87	nitrofurantoin	0.06827515809896206	0.04055652146509674	0.027718636633865326
87	overall	1.1422163861439831	0.45669582808137454	0.6855205580626086
87	quinolone	0.2419304989150388	0.15985399573370024	0.08207650318133856
87	tetracycline	0.06958062599451244	0.040744448796789706	0.02883617719772273
87	tmpsmx	0.1010099910080481	0.058503990731413595	0.0425060002766345
89	beta_lactam	0.22271872528834952	0.1518743264415726	0.07084439884677693
89	cephalosporin	0.1789828740706189	0.12029543060534013	0.05868744346527879
89	macrolide	0.22570004530257995	0.1629894694973753	0.06271057580520464
89	nitrofurantoin	0.08912550001022775	0.04022763017059479	0.04889786983963294
89	overall	1.1463740005764202	0.4652589278012085	0.6811150727752119
89	quinolone	0.21093010365986187	0.14094686602928055	0.06998323763058131
89	tetracycline	0.06688504742236666	0.03963136787375493	0.02725367954861173
89	tmpsmx	0.11298368628821581	0.06737376886688091	0.045609917421334904
91	beta_lactam	0.25328930129247856	0.16311024212102523	0.09017905917145333
91	cephalosporin	0.150294320206265	0.10523528874845492	0.04505903145781007
91	macrolide	0.25921130125897124	0.18416363757420387	0.07504766368476738
91	nitrofurantoin	0.05959624845929383	0.035193311344559636	0.024402937114734194
91	overall	1.235171899625053	0.49725240419399774	0.7379194954310552
91	quinolone	0.2838103673944466	0.1854036989212332	0.09840666847321336
91	tetracycline	0.062008946064781634	0.03893828809843761	0.023070657966344027
91	tmpsmx	0.11525510678586198	0.07581180597367872	0.039443300812183266
96	beta_lactam	0.249513875953592	0.16883962857864235	0.08067424737494967
96	cephalosporin	0.19210602606918453	0.1287739448111102	0.06333208125807434
96	macrolide	0.28490842312240877	0.19762457846751286	0.08728384465489591
96	nitrofurantoin	0.08820499919769768	0.044805699440987126	0.04339929975671055
96	overall	1.3759078520463923	0.5211534368454561	0.8547544152009363
96	quinolone	0.30859771389010326	0.19777453403259423	0.11082317985750903
96	tetracycline	0.08796974016235876	0.04635387623466424	0.041615863927694514
96	tmpsmx	0.11093125063377407	0.07338840999057467	0.0375428406431994
101	beta_lactam	0.286777478699864	0.17967963836036802	0.10709784033949597
101	cephalosporin	0.20121145257040934	0.12571923321116757	0.0754922193592418
101	macrolide	0.21935605857307236	0.15225076859698117	0.0671052899760912
101	nitrofurantoin	0.0915369764073806	0.04296676248386902	0.04857021392351158
101	overall	1.284516136226029	0.47911328228921063	0.8054028539368182
101	quinolone	0.268088467091115	0.1677468463221804	0.10034162076893466
101	tetracycline	0.07460169012974555	0.04420330220276532	0.03039838792698023
101	tmpsmx	0.1071661435563442	0.06130846832600592	0.045857675230338284
102	beta_lactam	0.24585633959868838	0.16820509482927393	0.07765124476941446
102	cephalosporin	0.19536701236826703	0.13271468727856078	0.06265232508970627
102	macrolide	0.2328644033173523	0.15938578296511235	0.07347862035223997
102	nitrofurantoin	0.08698962087253423	0.04287032174701302	0.044119299125521205
102	overall	1.2889456620188302	0.49271131003910823	0.796234351979722
102	quinolone	0.27182342146019256	0.1739938302686298	0.09782959119156279
102	tetracycline	0.0800786676829365	0.04869225358162783	0.031386414101308685
102	tmpsmx	0.12228948142388657	0.0749936141482416	0.047295867275644964
103	beta_lactam	0.281519294127469	0.18330557271142023	0.09821372141604874
103	cephalosporin	0.20906694274053567	0.1329506422262019	0.07611630051433377
103	macrolide	0.26100322464654013	0.17413832139362967	0.08686490325291048
103	nitrofurantoin	0.07699417669753683	0.04014107150182515	0.03685310519571168
103	overall	1.3746036104763382	0.5037466441857166	0.8708569662906216
103	quinolone	0.27664192611427857	0.1730104284602467	0.1036314976540319
103	tetracycline	0.0799232053442679	0.04488712315567654	0.03503608218859136
103	tmpsmx	0.14097149588796015	0.07381852832512585	0.06715296756283431
104	beta_lactam	0.2743198011953793	0.17735586246131174	0.09696393873406753
104	cephalosporin	0.2221401380438335	0.14679274506649173	0.07534739297734178
104	macrolide	0.2376875086702469	0.1656140737934183	0.07207343487682863
104	nitrofurantoin	0.07093155858147668	0.03981627131862979	0.031115287262846892
104	overall	1.3030692061240805	0.49901241015312886	0.8040567959709517
104	quinolone	0.24183609310711002	0.15395670073129708	0.08787939237581291
104	tetracycline	0.07817758558465765	0.041381439009692295	0.03679614657496536
104	tmpsmx	0.1417780164704418	0.08085305763465875	0.06092495883578304
105	beta_lactam	0.2717593546194339	0.17773660412214465	0.09402275049728925
105	cephalosporin	0.17541018799256802	0.11628733785156367	0.05912285014100435
105	macrolide	0.22600180381717958	0.1512408473468392	0.07476095647034034
105	nitrofurantoin	0.06655350502104707	0.033498368654140076	0.03305513636690699
105	overall	1.1913335091039599	0.4660351471888488	0.7252983619151111
105	quinolone	0.2372299863045852	0.15526795374269262	0.08196203256189256
105	tetracycline	0.05048749844520446	0.02853993724173257	0.021947561203471893
105	tmpsmx	0.11729475925220256	0.07147485127651372	0.04581990797568884
106	beta_lactam	0.29243059238451974	0.18648260153278123	0.10594799085173848
106	cephalosporin	0.2170063499523794	0.14173571559282616	0.07527063435955327
106	macrolide	0.27407727639217905	0.18073837889747746	0.09333889749470155
106	nitrofurantoin	0.07970278128333586	0.04500164606498026	0.03470113521835559
106	overall	1.350968166058013	0.5173466042003124	0.8336215618577006
106	quinolone	0.2543557367940228	0.16669345525594395	0.08766228153807884
106	tetracycline	0.07492885630814877	0.040620167452146555	0.03430868885600222
106	tmpsmx	0.11688875285477165	0.07421887270265715	0.0426698801521145
107	beta_lactam	0.24580000299411975	0.1698784830426777	0.07592151995144206
107	cephalosporin	0.17794106801568338	0.12631043925147328	0.05163062876421007
107	macrolide	0.2790120554097863	0.18848266984009876	0.09052938556968752
107	nitrofurantoin	0.12195494795850892	0.05466001564519197	0.06729493231331696
107	overall	1.374478487735364	0.5136441977317266	0.8608342900036374
107	quinolone	0.27062034448369476	0.17069559971267095	0.09992474477102381
107	tetracycline	0.11944804602653564	0.07129441544573234	0.04815363058080329
107	tmpsmx	0.1241239534214373	0.07962725367521654	0.04449669974622076
109	beta_lactam	0.29510755276931716	0.1915426849512799	0.10356486781803728
109	cephalosporin	0.1848424201209316	0.12533771128587087	0.05950470883506072
109	macrolide	0.2883802295596479	0.1958977971866535	0.09248243237299439
109	nitrofurantoin	0.0880854844882543	0.04695725402590836	0.04112823046234594
109	overall	1.3605333424159485	0.530299239216413	0.8302341031995354
109	quinolone	0.2801258168762584	0.1826714762371151	0.09745434063914335
109	tetracycline	0.06481299036693162	0.04262787742050595	0.022185112946425677
109	tmpsmx	0.0981978182171293	0.05684310539065971	0.04135471282646959
110	beta_lactam	0.2631611975603533	0.17343517622643329	0.08972602133392
110	cephalosporin	0.19300108443553274	0.13258253960331998	0.06041854483221276
110	macrolide	0.22351742504275973	0.15917666169688938	0.06434076334587037
110	nitrofurantoin	0.08580879497571535	0.04498387855184368	0.04082491642387166
110	overall	1.264752812925996	0.5041856296852512	0.7605671832407448
110	quinolone	0.25224857713726123	0.1651529385670214	0.08709563857023982
110	tetracycline	0.10190315673917866	0.06314180121824146	0.0387613555209372
110	tmpsmx	0.1032034700684039	0.06297160018617727	0.04023186988222663
111	beta_lactam	0.2784950751929708	0.18215419973711486	0.09634087545585593
111	cephalosporin	0.20400489220200013	0.13630569845240095	0.06769919374959918
111	macrolide	0.2534897640549296	0.17345119142566265	0.08003857262926699
111	nitrofurantoin	0.09682044125327689	0.04893571874545005	0.04788472250782684
111	overall	1.3634946952473	0.5206892185919683	0.8428054766553318
111	quinolone	0.2811694346767798	0.17964304483404336	0.10152638984273644
