state	drug_group	total_use	first_use	repeat_use
Iowa	overall	0.6964150063151242	0.3251819148824281	0.3712330914326961
Iowa	quinolone	0.07802907450253758	0.058111856217039445	0.01991721828549814
Iowa	tetracycline	0.06917666794799758	0.03004203454581614	0.039134633402181436
Iowa	tmpsmx	0.04823766725720402	0.03459574079846049	0.013641926458743533
Kansas	beta_lactam	0.2220073136281127	0.15636002571519664	0.06564728791291607
Kansas	cephalosporin	0.11415578115546766	0.08276128432391298	0.03139449683155467
Kansas	macrolide	0.18107759447451846	0.12963884811228482	0.05143874636223365
Kansas	nitrofurantoin	0.01573349641299565	0.010883117126738435	0.004850379286257217
Kansas	overall	0.7477354072531543	0.34582375875437377	0.4019116484987806
Kansas	quinolone	0.08659285029566885	0.06378398065464272	0.022808869641026127
Kansas	tetracycline	0.071961572285202	0.03659860701560586	0.03536296526959615
Kansas	tmpsmx	0.05620679900118898	0.04008311936077208	0.01612367964041691
Kentucky	beta_lactam	0.27707817668169166	0.1885968854347266	0.08848129124696502
Kentucky	cephalosporin	0.15043704095829896	0.1096856686823943	0.04075137227590467
Kentucky	macrolide	0.2383359389807231	0.1661205802125433	0.07221535876817982
Kentucky	nitrofurantoin	0.020510543298591113	0.014042119349418306	0.006468423949172807
Kentucky	overall	0.944135792138962	0.4069935417687348	0.5371422503702272
Kentucky	quinolone	0.12059710994228776	0.08750686100473332	0.03309024893755445
Kentucky	tetracycline	0.0723638634831239	0.03678429099523972	0.035579572487884174
Kentucky	tmpsmx	0.06481311879424559	0.04878767588575191	0.01602544290849368
Louisiana	beta_lactam	0.20668614788815956	0.14244161828029633	0.06424452960786323
Louisiana	cephalosporin	0.10907877616264924	0.07955827695693819	0.029520499205711058
Louisiana	macrolide	0.22745191701078507	0.15842708313579262	0.06902483387499245
Louisiana	nitrofurantoin	0.02175670543000325	0.014366975239248098	0.007389730190755151
Louisiana	overall	0.803300722711929	0.34672417957710416	0.45657654313482476
Louisiana	quinolone	0.10111254547772376	0.0737117021489628	0.02740084332876096
Louisiana	tetracycline	0.06707911065746473	0.039888452308024805	0.027190658349439928
Louisiana	tmpsmx	0.07013552008514334	0.05271614241465847	0.01741937767048488
Maine	beta_lactam	0.17814357549853255	0.13135466819115799	0.04678890730737453
Maine	cephalosporin	0.05758916599435375	0.04615156926726882	0.01143759672708493
Maine	macrolide	0.16238019315901542	0.12202745623816172	0.040352736920853685
Maine	nitrofurantoin	0.01697728331746736	0.012190269840365434	0.004787013477101926
Maine	overall	0.5983138668908438	0.31995072914076295	0.2783631377500808
Maine	quinolone	0.06845461508924258	0.052614684912805895	0.015839930176436697
Maine	tetracycline	0.07124016607557021	0.0398738226761025	0.03136634339946772
Maine	tmpsmx	0.04352886775666187	0.03260444983133981	0.010924417925322057
Maryland	beta_lactam	0.22705027682814533	0.16072295599683326	0.06632732083131207
Maryland	cephalosporin	0.08140564671631313	0.06294304409502668	0.01846260262128645
Maryland	macrolide	0.1720107745490107	0.12676128990766874	0.04524948464134195
Maryland	nitrofurantoin	0.01869723136040334	0.013749304230476775	0.004947927129926566
Maryland	overall	0.706513774347555	0.3459245501449886	0.3605892242025664
Maryland	quinolone	0.0917461906545105	0.06975580395483755	0.02199038669967296
Maryland	tetracycline	0.07236211522973421	0.035806399736331485	0.036555715493402724
Maryland	tmpsmx	0.0432415390094378	0.032236938681952	0.011004600327485802
Massachusetts	beta_lactam	0.1933938246705734	0.1370594708231346	0.05633435384743881
Massachusetts	cephalosporin	0.061897752698272863	0.046515030120995025	0.015382722577277838
Massachusetts	macrolide	0.13177721514807514	0.09932011361771166	0.03245710153036348
Massachusetts	nitrofurantoin	0.01469000243740005	0.010799739092122923	0.0038902633452771295
Massachusetts	overall	0.5773753825035668	0.29749512705083053	0.2798802554527362
Massachusetts	quinolone	0.06661115353688662	0.05147074888648824	0.015140404650398384
Massachusetts	tetracycline	0.07280788018048015	0.036143297832113536	0.036664582348366614
Massachusetts	tmpsmx	0.03619755383187854	0.025689752842089672	0.010507800989788867
Michigan	beta_lactam	0.22960331108984836	0.16177267721886163	0.06783063387098671
Michigan	cephalosporin	0.09271787473537191	0.07063443757069574	0.02208343716467616
Michigan	macrolide	0.2081663524943435	0.14959968888420372	0.05856666361013981
Michigan	nitrofurantoin	0.016017382963205727	0.011349112844048156	0.0046682701191575705
Michigan	overall	0.7636871939242476	0.36936172928326105	0.3943254646409865
Michigan	quinolone	0.08898010328365902	0.06685618488790203	0.022123918395756986
Michigan	tetracycline	0.07364419075795978	0.0349064197487556	0.03873777100920416
Michigan	tmpsmx	0.05455797859985923	0.03985750989732643	0.014700468702532804
Minnesota	beta_lactam	0.1914849179420438	0.13441443145407428	0.05707048648796954
Minnesota	cephalosporin	0.07293058303091088	0.05425175119040403	0.018678831840506855
Minnesota	macrolide	0.13457265162976678	0.10110889590740955	0.03346375572235722
Minnesota	nitrofurantoin	0.013350330878519003	0.00958664182866532	0.003763689049853684
Minnesota	overall	0.5707978570975799	0.28494045036380755	0.28585740673377236
Minnesota	quinolone	0.05898324668927246	0.04605176560451917	0.012931481084753284
Minnesota	tetracycline	0.06179414251623508	0.027428338480019444	0.03436580403621564
Minnesota	tmpsmx	0.037681984410831905	0.024250575382036964	0.013431409028794939
Mississippi	beta_lactam	0.24691677943534693	0.1723706425517647	0.0745461368835822
Mississippi	cephalosporin	0.15080246030802924	0.11081966357199373	0.03998279673603552
Mississippi	macrolide	0.2773552556310124	0.1935836000579437	0.08377165557306865
Mississippi	nitrofurantoin	0.026156484090334584	0.01893104468324154	0.007225439407093043
Mississippi	overall	0.9912854595461942	0.43520191291089794	0.5560835466352962
Mississippi	quinolone	0.13285411439509082	0.095941075982600793	0.03691303841249004
Mississippi	tetracycline	0.0758606985988058	0.04798604851021407	0.027874650088591735
Mississippi	tmpsmx	0.08133966708757438	0.06305593828192614	0.018283728805648238
Missouri	beta_lactam	0.23130082319917977	0.1611125521262864	0.07018827107289338
Missouri	cephalosporin	0.1129658515099968	0.08437202393702828	0.02859382757296852
Missouri	macrolide	0.19674181726617576	0.14076823609448408	0.05597358117169168
Missouri	nitrofurantoin	0.01844677664634859	0.013096929684826277	0.005349846961522315
Missouri	overall	0.7849554360023638	0.3649673147292927	0.41998812127307117
Missouri	quinolone	0.09371721251483958	0.06982143333359055	0.023895779181249036
Missouri	tetracycline	0.07560295332594616	0.037212743691272976	0.03839020963467318
Missouri	tmpsmx	0.05618000153987721	0.040822588453524176	0.015357413086353038
Montana	beta_lactam	0.1459174245574028	0.10610467816822215	0.039812746389180656
Montana	cephalosporin	0.04965557233594824	0.03980126866158153	0.00985430367436671
Montana	macrolide	0.13010650205711233	0.09840924617332825	0.031697255883784074
Montana	nitrofurantoin	0.012118512703930256	0.008386971094120895	0.00373154160980936
Montana	overall	0.48070317183285366	0.24463018203280584	0.23607298980004784
Montana	quinolone	0.05417412361604696	0.04051496732386939	0.01365915629217757
Montana	tetracycline	0.05654613494891525	0.02546823347383984	0.03107790147507541
Montana	tmpsmx	0.032184901613497845	0.02341892944876025	0.008765972164737594
Nebraska	beta_lactam	0.2252006797156788	0.15396857298782546	0.07123210672785334
Nebraska	cephalosporin	0.12872320817404007	0.09211958728387967	0.03660362089016041
Nebraska	macrolide	0.16402000918093218	0.12062973242450101	0.04339027675643118
Nebraska	nitrofurantoin	0.015518408797011602	0.010999809849314014	0.0045185989476975875
Nebraska	overall	0.731694983922679	0.3362374966575172	0.39545748726516183
Nebraska	quinolone	0.08271323625699213	0.06211816937284784	0.02059506688414429
Nebraska	tetracycline	0.0646181787397723	0.030485969862812684	0.034132208876959606
Nebraska	tmpsmx	0.05090126305825192	0.03687728002390893	0.014023983034342984
Nevada	beta_lactam	0.1856381593082534	0.1372870003249137	0.04835115898333968
Nevada	cephalosporin	0.0758575494967234	0.06033027584507787	0.01552727365164553
Nevada	macrolide	0.16640875751982886	0.12069964352558935	0.045709113994239506
Nevada	nitrofurantoin	0.01760400646921901	0.012613396396100828	0.004990610073118179
Nevada	overall	0.6134347047113866	0.306097391220712	0.30733731349067456
Nevada	quinolone	0.08382118596567945	0.06292884271618067	0.02089234324949877
Nevada	tetracycline	0.0503541855157575	0.02474577035043762	0.025608415165319882
Nevada	tmpsmx	0.03375086043592493	0.02534341220157963	0.0084074482343453
New Hampshire	beta_lactam	0.14161571609681195	0.1020941372516465	0.03952157884516547
New Hampshire	cephalosporin	0.047498091073766874	0.03692547976683631	0.010572611306930567
New Hampshire	macrolide	0.10698258850517456	0.07942802196905865	0.0275545665361159
New Hampshire	nitrofurantoin	0.011198990175118578	0.00807337712003614	0.003125613055082439
New Hampshire	overall	0.43884806048408004	0.22610988222325568	0.21273817826082436
New Hampshire	quinolone	0.051608646543728494	0.03944427847866537	0.012164368065063118
New Hampshire	tetracycline	0.05247384649573851	0.027386142021360055	0.025087704474378456
New Hampshire	tmpsmx	0.02747018159374106	0.02023104763228452	0.007239133961456538
New Jersey	beta_lactam	0.21705293708734416	0.15203932454273958	0.06501361254460458
New Jersey	cephalosporin	0.08225808881007841	0.0630998121497184	0.019158276660360015
New Jersey	macrolide	0.18309019275234498	0.13323813219376146	0.049852060558583516
New Jersey	nitrofurantoin	0.014975856962031514	0.011274737836947971	0.0037011191250835435
New Jersey	overall	0.6801801502495805	0.3336142643267007	0.34656588592287974
New Jersey	quinolone	0.09775061403910044	0.07384067672358524	0.0239099373155152
New Jersey	tetracycline	0.05887296020602033	0.029448945701210733	0.029424014504809592
New Jersey	tmpsmx	0.0261795003926606	0.01919212612838855	0.00698737426427205
New Mexico	beta_lactam	0.16224727622940122	0.11850365313179365	0.04374362309760758
New Mexico	cephalosporin	0.061392185357784554	0.048895069087890645	0.012497116269893908
New Mexico	macrolide	0.14887341351704114	0.1093376183217967	0.03953579519524442
New Mexico	nitrofurantoin	0.01530913875027793	0.010664840603385742	0.004644298146892188
New Mexico	overall	0.5310020051243675	0.26582185850200163	0.26518014662236583
New Mexico	quinolone	0.05909037209286054	0.04485963259544921	0.014230739497411337
New Mexico	tetracycline	0.052523003770599444	0.0268490706701256	0.02567393310047384
New Mexico	tmpsmx	0.03156661540640265	0.023826323669860257	0.007740291736542386
New York	beta_lactam	0.20231360996730816	0.1392100792935556	0.06310353067375253
New York	cephalosporin	0.07700866410954409	0.05829553483890464	0.018713129270639447
New York	macrolide	0.1740251728702283	0.12333676894579972	0.05068840392442859
New York	nitrofurantoin	0.01479349454900032	0.010740447096123852	0.004053047452876469
New York	overall	0.6461309203086277	0.3071642978060318	0.3389666225025959
New York	quinolone	0.09314721655412624	0.068567162998008	0.02458005355611824
New York	tetracycline	0.05499841642682439	0.028612390815046858	0.026386025611777535
New York	tmpsmx	0.029844345831596234	0.021254920597243983	0.008589425234352252
North Carolina	beta_lactam	0.2290895007691796	0.16256422468244197	0.06652527608673765
North Carolina	cephalosporin	0.10436823159600572	0.07963765168316837	0.02473057991283735
North Carolina	macrolide	0.1884267147080616	0.13902603012340634	0.04940068458465527
North Carolina	nitrofurantoin	0.02362905459033965	0.016618338882245724	0.0070107157080939245
North Carolina	overall	0.7776831702901494	0.36899939498306944	0.40868377530708005
North Carolina	quinolone	0.10453676193000032	0.07843411357837693	0.02610264835162339
North Carolina	tetracycline	0.0786973583472692	0.042382844996644964	0.036314513350624224
North Carolina	tmpsmx	0.04893554834929339	0.036540556230840036	0.012394992118453352
North Dakota	beta_lactam	0.20619362573346678	0.1396235727618813	0.06657005297158548
North Dakota	cephalosporin	0.10004678454185266	0.07318930202053145	0.02685748252132121
North Dakota	macrolide	0.16456249856569616	0.11832031824291783	0.046242180322778326
North Dakota	nitrofurantoin	0.011741663264558357	0.00835255229189724	0.0033891109726611164
North Dakota	overall	0.639829057128094	0.30403255423359726	0.3357965028944967
North Dakota	quinolone	0.06538903026016232	0.05068631037124062	0.014702719888921703
North Dakota	tetracycline	0.05204305490198856	0.02399677577387424	0.028046279128114315
North Dakota	tmpsmx	0.03985239986036913	0.0265604515552561	0.013291948305113026
Ohio	beta_lactam	0.20066292253748677	0.14110007341553996	0.05956284912194681
Ohio	cephalosporin	0.0851746945029449	0.06525705394301462	0.019917640559930283
Ohio	macrolide	0.17576243504490013	0.12568244897501518	0.05007998606988494
Ohio	nitrofurantoin	0.015640503490994506	0.011032220219855315	0.004608283271139192
Ohio	overall	0.670304611089461	0.31759118874095327	0.3527134223485078
Ohio	quinolone	0.08013280756929902	0.060174141950700644	0.019958665618598374
Ohio	tetracycline	0.06494849594945874	0.031967345011174784	0.03298115093828395
Ohio	tmpsmx	0.04798275199437698	0.03461775600528824	0.013364995989088736
Oklahoma	beta_lactam	0.24350432282963053	0.17060080491705587	0.07290351791257467
Oklahoma	cephalosporin	0.12720994434798705	0.09599610783723558	0.031213836510751467
Oklahoma	macrolide	0.22390562528506036	0.16138419112031538	0.06252143416474498
Oklahoma	nitrofurantoin	0.022378968518738697	0.015451003000011695	0.006927965518727004
Oklahoma	overall	0.8708888644702041	0.39238394799651216	0.4785049164736919
Oklahoma	quinolone	0.11301886190861543	0.08314240558334476	0.029876456325270674
Oklahoma	tetracycline	0.0713403951540603	0.03761037478147348	0.03373002037258681
Oklahoma	tmpsmx	0.06953074642611173	0.05229918838729767	0.017231558038814064
Oregon	beta_lactam	0.15415875669995632	0.11548927383118718	0.038669482868769145
Oregon	cephalosporin	0.05358283139897803	0.0426995475311474	0.010883283867830629
Oregon	macrolide	0.11791901794481269	0.09051227211157528	0.027406745833237413
Oregon	nitrofurantoin	0.015426875514520398	0.01037566632793013	0.0050512091865902685
Oregon	overall	0.5111494538305235	0.2681121460461493	0.2430373077843741
Oregon	quinolone	0.05941978236346522	0.04581662727568382	0.013603155087781397
Oregon	tetracycline	0.07074697844737121	0.030118065449636286	0.04062891299773493
Oregon	tmpsmx	0.03989521146141954	0.02890748496263335	0.010987726498786194
Pennsylvania	beta_lactam	0.21380603431634243	0.1459888570018097	0.06781717731453274
Pennsylvania	cephalosporin	0.07933210011539987	0.06041988914941172	0.01891221096598816
Pennsylvania	macrolide	0.1621376869486821	0.11678845062570191	0.045349236322980206
Pennsylvania	nitrofurantoin	0.013232991146696951	0.00927784003594492	0.003955151110752031
Pennsylvania	overall	0.6515618399010856	0.31090896424205683	0.3406528756590288
Pennsylvania	quinolone	0.0799477131083065	0.05980491708297469	0.020142796025331818
Pennsylvania	tetracycline	0.06350691256544083	0.03167616189308375	0.031830750672357085
Pennsylvania	tmpsmx	0.039598401700216945	0.02792640634721743	0.011671995352999513
Rhode Island	beta_lactam	0.22842020824542492	0.1638786604137077	0.06454154783171721
Rhode Island	cephalosporin	0.07544056234151161	0.05986488318672628	0.01557567915478533
Rhode Island	macrolide	0.1900270655766722	0.14086451768476974	0.049162547891902476
Rhode Island	nitrofurantoin	0.017680657287422533	0.012532088398890534	0.005148568888531997
Rhode Island	overall	0.745495373325844	0.3712454552894326	0.37424991803641144
Rhode Island	quinolone	0.10899679741000631	0.08296373125134232	0.026033066158664
Rhode Island	tetracycline	0.08374434767931752	0.04032953651196116	0.04341481116735635
Rhode Island	tmpsmx	0.041185734785488946	0.029982754049516683	0.011202980735972265
South Carolina	beta_lactam	0.17815773886878525	0.12625222186354562	0.05190551700523965
South Carolina	cephalosporin	0.08824405315365633	0.06675817479224076	0.02148587836141556
South Carolina	macrolide	0.16561549072554155	0.11869753784654866	0.0469179528789929
South Carolina	nitrofurantoin	0.01689452188362007	0.011698899540784976	0.005195622342835091
South Carolina	overall	0.6415317308847943	0.2937123062854317	0.34781942459936255
South Carolina	quinolone	0.08761667186918637	0.06442959186385273	0.02318708000533363
South Carolina	tetracycline	0.058400038620790067	0.03126651508163494	0.027133523539155126
South Carolina	tmpsmx	0.04660321576321466	0.03445268761402495	0.012150528149189705
South Dakota	beta_lactam	0.2063660938992239	0.14543361095614396	0.06093248294307996
South Dakota	cephalosporin	0.11936319512740695	0.08915116553340739	0.030212029593999556
South Dakota	macrolide	0.18215173703906606	0.1298604933253603	0.05229124371370578
South Dakota	nitrofurantoin	0.01285381813140866	0.008909672204881407	0.003944145926527252
South Dakota	overall	0.725063166012559	0.3331382625784116	0.39192490343414743
South Dakota	quinolone	0.07861611261212753	0.05762481347908015	0.020991299133047377
South Dakota	tetracycline	0.07805518065380149	0.031413420409939614	0.04664176024386188
South Dakota	tmpsmx	0.04765702854952447	0.03143124815517746	0.01622578039434701
Tennessee	beta_lactam	0.2718849561141252	0.1882235590231953	0.08366139709092996
Tennessee	cephalosporin	0.14821131000329607	0.10951255248369957	0.03869875751959649
Tennessee	macrolide	0.25423940334602424	0.17817315156669639	0.07606625177932785
Tennessee	nitrofurantoin	0.0258342765359127	0.017646755649271085	0.008187520886641611
Tennessee	overall	0.9886513729092645	0.43417308031036705	0.5544782925988976
Tennessee	quinolone	0.1311990118578475	0.09515939906663955	0.03603961279120795
Tennessee	tetracycline	0.08731193637917113	0.048719104956734705	0.03859283142243642
Tennessee	tmpsmx	0.06997047867288768	0.05265711408888292	0.01731336458400476
Texas	beta_lactam	0.24770530682157899	0.17671893750607642	0.07098636931550255
Texas	cephalosporin	0.12663934877999314	0.09585229657690068	0.03078705220309246
Texas	macrolide	0.22747474255641467	0.16638457845326599	0.061090164103148686
Texas	nitrofurantoin	0.023704201602840334	0.01727980122640559	0.006424400376434745
Texas	overall	0.8788858702477387	0.40870506132220163	0.47018080892553704
Texas	quinolone	0.11682069986566426	0.08809960426275133	0.028721095602912926
Texas	tetracycline	0.07590605250464474	0.03918222176757412	0.036723830737070626
Texas	tmpsmx	0.06063551811660256	0.046206677159368784	0.014428840957233777
Utah	beta_lactam	0.25463973634037484	0.17914663301040862	0.07549310332996623
Utah	cephalosporin	0.11449173899525607	0.0872195127872265	0.02727222620802956
Utah	macrolide	0.1588498506513687	0.11785229328044235	0.04099755737092637
Utah	nitrofurantoin	0.026325697650601144	0.01781787863742027	0.008507819013180873
Utah	overall	0.7414035862576247	0.3556095189979323	0.3857940672596924
Utah	quinolone	0.07704972743155714	0.05855089471421991	0.018498832717337217
Utah	tetracycline	0.067052428291627	0.030585151297782998	0.036467276993844
Utah	tmpsmx	0.042994406896839796	0.02936481329755062	0.013629593599289173
Vermont	beta_lactam	0.1428690594324356	0.10164010876118723	0.04122895067124837
Vermont	cephalosporin	0.050529116202218075	0.039551739147020856	0.010977377055197215
Vermont	macrolide	0.11767298795520997	0.08906035672790989	0.02861263122730008
Vermont	nitrofurantoin	0.012289721287243247	0.00863248819980694	0.003657233087436305
Vermont	overall	0.4621479891997678	0.2442163251685618	0.217931664031206
Vermont	quinolone	0.05491366563248812	0.040137744364402164	0.014775921268085952
Vermont	tetracycline	0.05254812038215824	0.027874992538230732	0.024673127843927507
Vermont	tmpsmx	0.031325318308014535	0.02270858316927068	0.008616735138743857
Virginia	beta_lactam	0.22599532788384952	0.16027768608772067	0.06571764179612888
Virginia	cephalosporin	0.11132482026014055	0.08349681621802295	0.027828004042117608
Virginia	macrolide	0.18569930457898826	0.13578169648226368	0.049917608096724554
